OrthoGroup,dNdS,dS,lnL,lnL.null,LRT,p
OG0007440,0.2434,0.0338,-2275.864595,-2280.795555,9.86192,0.003609785
OG0007441,0.1059,0.0114,-1662.59428,-1665.19316,5.19776,0.037178406
OG0007442,0.0105,63.2627,-1455.561074,-1486.828727,62.535306,1.32E-14
OG0007443,0.8299,0.0126,-1315.202879,-1315.237121,0.068484,0.483168811
OG0007444,0.1532,0.064,-3021.413659,-3038.711506,34.595694,1.54E-08
OG0007445,0.0891,0.0495,-1200.073844,-1206.756217,13.364746,0.000626401
OG0007446,0.1717,0.0449,-753.58522,-756.819474,6.468508,0.019694789
OG0007447,0.2254,0.0156,-973.812811,-974.768114,1.910606,0.192347782
OG0007448,0.001,0.0229,-1741.668692,-1750.904639,18.471894,4.87E-05
OG0007449,1.5857,0.0194,-939.893555,-940.164334,0.541558,0.381392527
OG0007450,0.1926,0.0567,-1062.00426,-1066.429984,8.851448,0.005982773
OG0007451,0.4511,0.2785,-168.664535,-169.361212,1.393354,0.249119101
OG0007452,0.0569,0.0546,-1258.197293,-1268.732085,21.069584,1.33E-05
OG0007453,0.055,0.3368,-950.338095,-987.248616,73.821042,4.67E-17
OG0007454,0.0676,0.0367,-3020.5447,-3036.067932,31.046464,9.06E-08
OG0007455,0.1111,0.047,-777.761409,-782.333191,9.143564,0.005169759
OG0007457,0.001,0.0514,-717.911642,-726.634606,17.445928,8.14E-05
OG0007458,0.3802,0.0534,-1068.751439,-1070.678642,3.854406,0.072777373
OG0007459,0.001,0.0152,-1696.944608,-1702.845865,11.802514,0.001368002
OG0007461,0.3884,0.0565,-1266.394958,-1268.989397,5.188878,0.037343882
OG0007462,1.1207,0.015,-1173.679361,-1173.693888,0.029054,0.492789004
OG0007463,0.001,0.0194,-453.231108,-455.104505,3.746794,0.076800496
OG0007465,0.6052,0.0198,-1550.489481,-1550.900631,0.8223,0.331443746
OG0007466,0.57,0.0233,-460.221895,-460.397401,0.351012,0.419516181
OG0007467,0.5872,0.063,-2980.853914,-2983.032895,4.357962,0.056578389
OG0007470,0.0542,0.0774,-858.041286,-867.000404,17.918236,6.43E-05
OG0007471,0.2685,0.0602,-1828.586522,-1834.866855,12.560666,0.000936388
OG0007472,1.4767,0.0508,-653.766636,-654.016955,0.500638,0.389276193
OG0007473,0.2997,0.0401,-2419.536795,-2424.330567,9.587544,0.004140581
OG0007474,0.0712,0.0361,-2249.029409,-2260.738381,23.417944,4.11E-06
OG0007475,0.1186,0.042,-1457.056877,-1463.550442,12.98713,0.000756573
OG0007476,0.8196,0.0363,-1180.80333,-1180.891293,0.175926,0.45789738
OG0007477,0.3836,0.0592,-1047.091691,-1049.339689,4.495996,0.052805223
OG0007478,0.8236,0.0113,-439.625998,-439.63764,0.023284,0.494212753
OG0007479,0.162,0.0538,-1666.746375,-1674.687279,15.881808,0.000177942
OG0007480,0.1078,0.0602,-920.902019,-927.550784,13.29753,0.000647811
OG0007482,0.0011,96.7866,-1011.15034,-1144.43721,266.57374,6.50E-59
OG0007483,0.744,0.0698,-746.685281,-746.904606,0.43865,0.401530341
OG0007484,0.3285,0.0125,-1495.001354,-1496.017345,2.031982,0.181021733
OG0007485,0.6495,0.0294,-929.097788,-929.352737,0.509898,0.38747801
OG0007486,0.4984,0.2077,-1145.348092,-1147.807026,4.917868,0.042763037
OG0007487,0.3323,0.0167,-1359.223308,-1360.357308,2.268,0.160871852
OG0007488,0.7797,0.0287,-1569.853592,-1570.005719,0.304254,0.429439598
OG0007490,0.2226,0.023,-1080.084018,-1081.894371,3.620706,0.081798189
OG0007491,0.001,0.0437,-1805.53299,-1824.284299,37.502618,3.59E-09
OG0007492,0.0163,0.1372,-1664.27822,-1706.263207,83.969974,2.92E-19
OG0007493,1.2504,0.0473,-796.733938,-796.829708,0.19154,0.454336493
OG0007494,0.0231,0.0556,-1371.977436,-1384.461255,24.967638,1.89E-06
OG0007495,0.3726,0.0406,-742.612437,-743.788311,2.351748,0.154274595
OG0007496,0.3814,0.0661,-1578.223432,-1582.244584,8.042304,0.008966148
OG0007497,0.0398,0.0461,-1043.09733,-1050.922352,15.650044,0.000199805
OG0007498,0.3459,1.5232,-516.970411,-522.053887,10.166952,0.003099163
OG0007499,0.001,0.0245,-834.479054,-839.085118,9.212128,0.004995533
OG0007500,0.3497,0.2552,-865.835894,-871.23179,10.791792,0.002267578
OG0007501,0.1683,0.0122,-1702.943481,-1704.765423,3.643884,0.080855701
OG0007502,0.1947,0.0411,-2266.912194,-2273.590622,13.356856,0.000628877
OG0007503,0.1232,0.0349,-2225.701742,-2234.288059,17.172634,9.33E-05
OG0007504,0.001,0.0225,-599.418391,-602.751438,6.666094,0.017842105
OG0007505,0.072,0.0358,-493.760205,-495.051577,2.582744,0.137446685
OG0007506,0.001,0.018,-838.615602,-842.386065,7.540926,0.011520696
OG0007507,0.3297,0.044,-644.859176,-646.021396,2.32444,0.156395507
OG0007508,0.0705,0.0169,-1679.160899,-1683.517074,8.71235,0.006413679
OG0007509,0.34,0.0595,-906.434878,-908.599121,4.328486,0.057418417
OG0007511,0.4848,0.04,-864.705351,-865.520239,1.629776,0.221344453
OG0007512,0.4761,0.0249,-1787.102128,-1788.320287,2.436318,0.147887093
OG0007513,0.2358,0.0185,-889.051902,-890.317239,2.530674,0.141072099
OG0007514,0.5994,0.282,-577.112601,-578.18604,2.146878,0.170915469
OG0007517,0.6151,0.0143,-1485.642033,-1485.948007,0.611948,0.368202883
OG0007518,0.1047,0.0373,-861.753359,-865.147679,6.78864,0.016781685
OG0007519,0.0953,0.0314,-1346.663393,-1351.814799,10.302812,0.002895628
OG0007520,0.0172,0.0843,-1222.959254,-1241.985044,38.05158,2.73E-09
OG0007521,0.53,0.0198,-427.141703,-427.336354,0.389302,0.411560939
OG0007522,0.336,0.0406,-1047.08282,-1049.022749,3.879858,0.071857077
OG0007523,0.1205,0.0939,-1146.098025,-1158.036895,23.87774,3.27E-06
OG0007525,0.1302,0.0646,-1125.18513,-1131.692119,13.013978,0.000746484
OG0007526,0.0702,0.0509,-1486.79077,-1496.077289,18.573038,4.63E-05
OG0007527,0.6444,0.0098,-1019.132323,-1019.197863,0.13108,0.468280792
OG0007528,0.3818,0.0179,-1661.977996,-1663.10894,2.261888,0.161364228
OG0007529,0.2216,0.0352,-1987.06361,-1991.488337,8.849454,0.00598874
OG0007530,0.1932,0.0501,-2631.213232,-2641.115749,19.805034,2.50E-05
OG0007531,0.7259,0.0174,-1547.488453,-1547.633978,0.29105,0.432284138
OG0007532,0.8254,0.0262,-1171.487794,-1171.547744,0.1199,0.470905811
OG0007533,0.249,0.0358,-1719.489394,-1723.358582,7.738376,0.010437657
OG0007534,0.2892,0.015,-937.989802,-938.903325,1.827046,0.200554313
OG0007535,1.1675,0.0454,-1481.865858,-1481.962176,0.192636,0.454087585
OG0007536,0.483,0.021,-1578.951004,-1579.774721,1.647434,0.219398804
OG0007537,0.4913,0.0725,-800.346626,-801.415098,2.136944,0.171766518
OG0007538,0.271,0.0502,-990.6634,-992.954198,4.581596,0.050592842
OG0007539,0.2421,0.0256,-2195.922075,-2199.868239,7.892328,0.009664352
OG0007541,0.1465,0.0877,-864.761982,-870.733138,11.942312,0.001275645
OG0007542,0.1014,0.0813,-1684.017782,-1697.855326,27.675088,4.89E-07
OG0007545,0.0932,0.0357,-1616.44681,-1623.030297,13.166974,0.000691509
OG0007546,0.2444,0.0789,-1938.766114,-1946.670091,15.807954,0.000184636
OG0007547,0.4302,0.0371,-1015.206071,-1016.420565,2.428988,0.148430094
OG0007548,0.3335,0.0514,-1025.931708,-1028.144478,4.42554,0.054698599
OG0007549,0.1337,0.0253,-1665.285306,-1669.674076,8.77754,0.006207996
OG0007550,0.6025,0.0296,-2551.898259,-2552.882516,1.968514,0.186858398
OG0007551,0.2417,0.0365,-1717.082617,-1721.117577,8.06992,0.008843194
OG0007552,0.2304,0.0465,-1505.09373,-1510.032185,9.87691,0.00358283
OG0007553,0.4565,0,-411.076285,-411.076307,4.40E-05,0.499989
OG0007555,0.056,0.0938,-770.737862,-781.341451,21.207178,1.24E-05
OG0007556,2.6075,0.0057,-959.523925,-959.959666,0.871482,0.323392611
OG0007557,0.001,0.0157,-507.967648,-510.086244,4.237192,0.060100136
OG0007560,0.1827,0.0285,-1451.171056,-1454.795066,7.24802,0.013337747
OG0007561,0.001,0.0054,-729.81237,-730.856313,2.087886,0.176031877
OG0007562,0.1074,0.0492,-1429.896339,-1437.614174,15.43567,0.000222411
OG0007563,0.1564,0.0889,-908.584716,-913.285429,9.401426,0.004544397
OG0007564,0.1541,0.0308,-891.957934,-895.057727,6.199586,0.022529264
OG0007565,1.3597,0.0602,-589.60283,-589.758335,0.31101,0.427991399
OG0007566,0.4452,0.0442,-1061.160388,-1062.445066,2.569356,0.13836984
OG0007567,0.0666,0.0577,-1495.901006,-1508.05614,24.310268,2.63E-06
OG0007568,0.1354,0.022,-1348.184899,-1351.595398,6.820998,0.016512358
OG0007569,0.001,0.0591,-1060.581069,-1075.262608,29.363078,2.10E-07
OG0007570,0.0357,0.1657,-674.843288,-692.321698,34.95682,1.28E-08
OG0007571,0.0779,0.0474,-1038.659947,-1045.397238,13.474582,0.000592928
OG0007573,0.001,0.0302,-3235.633308,-3258.192196,45.117776,7.98E-11
OG0007574,0.6384,0.0459,-737.251879,-737.567936,0.632114,0.364508947
OG0007575,0.001,0.0107,-707.697667,-709.69357,3.991806,0.067945445
OG0007576,0.3816,0.0594,-416.74832,-417.301528,1.106416,0.28755096
OG0007578,0.0616,0.0236,-1258.76402,-1263.455907,9.383774,0.004584684
OG0007579,0.2529,0.2103,-934.117337,-940.681337,13.128,0.000705117
OG0007580,0.0666,0.0495,-605.636927,-610.1173,8.960746,0.005664593
OG0007581,0.1037,0.0195,-1935.715295,-1941.010504,10.590418,0.002507783
OG0007582,0.1202,0.0376,-471.963459,-474.3058,4.684682,0.048051199
OG0007584,0.001,0.0366,-709.26443,-715.485456,12.442052,0.000993603
OG0007585,0.782,0.0211,-924.899116,-924.934855,0.071478,0.482446049
OG0007586,0.7959,0.0551,-992.296075,-992.432384,0.272618,0.436286483
OG0007587,0.1407,0.0184,-775.239712,-776.886296,3.293168,0.096353536
OG0007589,0.1393,0.0248,-2171.679689,-2177.663911,11.968444,0.001259086
OG0007590,0.0539,0.0294,-1191.834856,-1197.26993,10.870148,0.002180456
OG0007591,0.3287,0.0147,-2537.646905,-2539.63433,3.97485,0.068523935
OG0007592,0.1021,0.0429,-3698.242194,-3718.501591,40.518794,7.95E-10
OG0007593,0.2316,0.0202,-736.411722,-737.338834,1.854224,0.197847414
OG0007594,0.0693,0.0287,-2076.9842,-2086.262334,18.556268,4.67E-05
OG0007595,0.7474,0.0276,-745.021688,-745.103377,0.163378,0.460779259
OG0007596,0.4299,0.0328,-591.43787,-592.050295,1.22485,0.27101742
OG0007597,0.001,0.0388,-683.66397,-690.116674,12.905408,0.000788127
OG0007598,0.001,0.0106,-1993.346338,-1998.89689,11.101104,0.001942656
OG0007600,0.4138,0.0314,-971.139068,-972.219768,2.1614,0.169678946
OG0007601,0.0676,0.0587,-1356.259662,-1366.529167,20.53901,1.73E-05
OG0007602,0.001,0.02,-739.10112,-742.180697,6.159154,0.022989351
OG0007603,0.001,0.0041,-1402.070809,-1403.502783,2.863948,0.119418496
OG0007604,99,0.0001,-558.842339,-559.614549,1.54442,0.23099547
OG0007607,0.001,0.0572,-718.04571,-727.134164,18.176908,5.65E-05
OG0007608,0.001,0.0474,-805.835786,-814.93784,18.204108,5.57E-05
OG0007609,0.1867,0.0347,-837.093236,-839.313271,4.44007,0.054302654
OG0007610,0.1034,0.017,-2162.80639,-2167.548649,9.484518,0.004359464
OG0007611,0.0743,0.0401,-1239.414516,-1246.335894,13.842756,0.000493235
OG0007612,0.2179,0.044,-2344.391516,-2351.241165,13.699298,0.000529914
OG0007613,0.3726,0.037,-939.109046,-940.589129,2.960166,0.113809398
OG0007614,1.0423,0.3957,-751.611382,-751.621039,0.019314,0.49519474
OG0007615,2.5741,0.0091,-670.876675,-671.32879,0.90423,0.318140497
OG0007616,0.286,0.8802,-627.0995,-634.824355,15.44971,0.000220855
OG0007617,0.1978,0.0568,-2390.603913,-2400.527508,19.84719,2.45E-05
OG0007618,0.4302,0.0304,-426.210591,-426.573903,0.726624,0.347684722
OG0007620,0.1552,0.0307,-1993.942939,-1999.721618,11.557358,0.001546399
OG0007621,0.5385,0.2852,-950.292545,-952.478174,4.371258,0.056203504
OG0007622,0.1271,0.0378,-816.108681,-819.845859,7.474356,0.011910616
OG0007624,0.3352,0.0384,-901.776827,-902.944587,2.33552,0.155531471
OG0007625,0.2118,0.0597,-861.422712,-865.556877,8.26833,0.008008016
OG0007626,0.177,0.1233,-505.150305,-510.218467,10.136324,0.003146989
OG0007627,0.1142,0.1279,-2078.603802,-2107.246106,57.284608,1.82E-13
OG0007628,0.001,0.0201,-1279.368429,-1285.092244,11.44763,0.001633611
OG0007629,0.3089,0.0445,-769.315986,-770.845499,3.059026,0.108320573
OG0007630,0.3307,0.0137,-810.456489,-810.953636,0.994294,0.304131781
OG0007631,0.3733,1.6081,-711.003611,-714.956888,7.906554,0.009595854
OG0007632,0.1921,0.0193,-536.625541,-537.576426,1.90177,0.193199455
OG0007633,0.6418,0.0402,-953.125929,-953.462304,0.67275,0.357177586
OG0007634,0.001,0.0286,-512.245947,-515.352277,6.21266,0.022382471
OG0007635,0.0246,0.1385,-403.56401,-410.364337,13.600654,0.000556706
OG0007636,0.0426,0.0718,-630.080548,-637.178731,14.196366,0.000413303
OG0007637,0.6487,0.0183,-975.098859,-975.267043,0.336368,0.422599152
OG0007638,0.125,0.026,-3680.992393,-3692.789404,23.594022,3.76E-06
OG0007639,0.001,0.0321,-820.931211,-826.746832,11.631242,0.001490314
OG0007640,0.531,0.0053,-1998.201097,-1998.412911,0.423628,0.404557589
OG0007641,0.001,0.0148,-493.466293,-495.150413,3.36824,0.092803847
OG0007643,0.0626,0.0623,-1432.564347,-1444.942398,24.756102,2.10E-06
OG0007644,0.2453,0.0339,-2186.433508,-2191.469675,10.072334,0.003249305
OG0007645,0.001,0.0327,-886.498035,-893.066155,13.13624,0.000702218
OG0007646,0.0485,0.0307,-1047.06478,-1051.96582,9.80208,0.003719421
OG0007647,99,0.0006,-478.562085,-482.612179,8.100188,0.008710369
OG0007648,0.0421,0.037,-965.414124,-970.759824,10.6914,0.002384306
OG0007649,0.0523,0.0356,-3416.374657,-3437.777835,42.806356,2.53E-10
OG0007650,0.0934,0.0238,-931.096903,-934.464648,6.73549,0.017233637
OG0007651,0.2707,0.1597,-866.874472,-873.164564,12.580184,0.000927295
OG0007652,1.3071,0.0149,-893.731344,-893.790086,0.117484,0.471475009
OG0007653,0.4275,0.1229,-1237.662971,-1241.088851,6.85176,0.016260325
OG0007654,0.0083,5.8899,-2921.01532,-3307.167636,772.304632,9.89E-169
OG0007655,0.2471,0.0405,-2986.706666,-2994.436092,15.458852,0.000219848
OG0007656,0.3198,0.0339,-669.064535,-669.979049,1.829028,0.200355662
OG0007657,0.0437,0.0518,-798.11064,-804.253965,12.28665,0.001073885
OG0007658,0.8667,0.1207,-474.346375,-474.401431,0.110112,0.473216073
OG0007659,0.001,0.0232,-467.523438,-469.602649,4.158422,0.062514411
OG0007660,0.1517,0.0371,-1038.213624,-1042.051929,7.67661,0.010765032
OG0007661,0.4403,0.0252,-992.010067,-992.885413,1.750692,0.208358905
OG0007662,0.3686,0.0297,-600.944165,-601.764266,1.640202,0.220193587
OG0007664,0.3156,0.0427,-1269.085286,-1271.866156,5.56174,0.030992279
OG0007665,0.4606,0.074,-883.394047,-884.73134,2.674586,0.131277723
OG0007666,0.4551,0.1258,-923.410463,-925.89823,4.975534,0.041547656
OG0007667,0.302,0.0197,-1133.157441,-1134.372511,2.43014,0.148344623
OG0007668,0.9259,0.0079,-1081.981076,-1081.984777,0.007402,0.49815292
OG0007669,0.0862,0.0693,-596.405124,-600.624584,8.43892,0.007353292
OG0007670,0.1514,0.0506,-952.465795,-956.56188,8.19217,0.008318842
OG0007671,0.163,0.014,-790.702237,-791.81402,2.223566,0.16448594
OG0007672,0.4555,0.1244,-796.163609,-798.102129,3.87704,0.071958395
OG0007673,0.0856,0.0436,-1713.235747,-1724.072798,21.674102,9.83E-06
OG0007674,0.1483,1.8905,-1019.769615,-1043.837312,48.135394,1.76E-11
OG0007675,0.5139,0.064,-699.149009,-699.933942,1.569866,0.228075131
OG0007676,0.0312,0.0905,-1316.793348,-1336.198949,38.811202,1.87E-09
OG0007677,0.1001,0.0557,-1057.539301,-1064.573041,14.06748,0.000440814
OG0007678,0.0567,0.0448,-761.782167,-767.092711,10.621088,0.00246962
OG0007679,0.0984,0.0455,-1970.337774,-1981.318629,21.96171,8.51E-06
OG0007680,0.0362,0.0577,-851.065184,-858.809787,15.489206,0.000216537
OG0007681,0.283,0.0892,-764.775005,-767.720815,5.89162,0.026279735
OG0007682,0.001,0.0428,-532.313149,-537.903107,11.179916,0.001867592
OG0007683,0.1443,0.0183,-2149.988963,-2154.083006,8.188086,0.008335847
OG0007684,0.0386,0.0335,-1397.411889,-1404.938605,15.053432,0.000269252
OG0007685,0.3588,0.0542,-719.675592,-721.196707,3.04223,0.10923408
OG0007686,0.001,0.0256,-489.358764,-492.60089,6.484252,0.019540361
OG0007687,0.0338,0.044,-1322.790138,-1333.100011,20.619746,1.67E-05
OG0007688,0.1948,0.0341,-1225.430288,-1229.073113,7.28565,0.013089143
OG0007689,2.3501,0.0083,-1079.307947,-1079.984721,1.353548,0.254126989
OG0007690,0.4436,1.1876,-665.531256,-668.421863,5.781214,0.027771244
OG0007691,0.1083,0.0361,-1957.811838,-1966.258673,16.89367,0.000107289
OG0007692,0.5432,0.0431,-769.885369,-770.404863,1.038988,0.297410726
OG0007695,0.0316,0.0393,-1542.956801,-1553.131774,20.349946,1.91E-05
OG0007696,1.0661,0.0629,-2327.821603,-2327.84867,0.054134,0.486648014
OG0007697,0.4425,0.033,-2509.278827,-2511.424679,4.291704,0.058484169
OG0007698,0.001,0.0319,-899.256625,-906.52617,14.53909,0.000348214
OG0007699,0.9331,0.0342,-870.573788,-870.581743,0.01591,0.496038279
OG0007700,0.3816,0.0289,-1967.505712,-1969.705768,4.400112,0.055398477
OG0007701,0.001,0.0313,-1545.08802,-1556.138823,22.101606,7.94E-06
OG0007705,0.0738,0.045,-1131.3613,-1138.232631,13.742662,0.000518548
OG0007706,0.0356,0.0265,-2206.927968,-2218.301855,22.747774,5.75E-06
OG0007707,0.6555,0.0714,-919.124824,-919.528351,0.807054,0.333979996
OG0007708,0.3111,0.0389,-1220.919525,-1223.459219,5.079388,0.039445268
OG0007709,0.266,0.0256,-696.587032,-697.61558,2.057096,0.178762856
OG0007710,0.0566,0.0498,-4927.687701,-4965.571646,75.76789,1.76E-17
OG0007711,0.0958,0.0343,-1200.023294,-1205.612609,11.17863,0.001868794
OG0007712,0.0881,0.0646,-1362.468732,-1373.457688,21.977912,8.44E-06
OG0007713,0.6561,0.01,-767.54637,-767.604678,0.116616,0.471679674
OG0007714,0.3353,0.0577,-1617.391241,-1621.47449,8.166498,0.008426311
OG0007715,0.202,0.0428,-1271.97321,-1274.837494,5.728568,0.028511973
OG0007716,0.2119,0.0222,-434.800951,-435.616459,1.631016,0.221207262
OG0007717,0.7526,0.0286,-716.445891,-716.521362,0.150942,0.463653311
OG0007718,0.5266,0.0044,-931.178373,-931.279136,0.201526,0.452073645
OG0007719,0.7183,0.7669,-824.024976,-824.708919,1.367886,0.252311667
OG0007720,0.0322,2.841,-1054.494557,-1159.10061,209.212106,1.86E-46
OG0007721,0.1842,0.0397,-1567.115105,-1572.138391,10.046572,0.00329143
OG0007722,0.5566,0.0251,-1322.87363,-1323.36912,0.99098,0.304636145
OG0007723,0.4387,0.0268,-830.840665,-831.489506,1.297682,0.261325589
OG0007724,0.2521,0.2022,-871.572688,-877.233328,11.32128,0.001740144
OG0007725,0.4685,0.4717,-659.072507,-662.059038,5.973062,0.025231093
OG0007726,0.5298,0.0592,-1002.799988,-1003.968197,2.336418,0.155461653
OG0007727,0.1843,0.0506,-1085.14984,-1090.092259,9.884838,0.003568656
OG0007728,0.9704,0.0322,-2290.538409,-2290.542128,0.007438,0.498143953
OG0007729,0.3514,1.3888,-659.98003,-665.094267,10.228474,0.003005281
OG0007730,0.001,0.0153,-995.234313,-998.363105,6.257584,0.02188532
OG0007733,0.0687,0.0517,-1693.446886,-1706.385631,25.87749,1.20E-06
OG0007734,0.3451,0.5387,-873.835717,-879.530683,11.389932,0.001681426
OG0007735,0.1784,0.0374,-1354.623209,-1358.555781,7.865144,0.009796607
OG0007736,0.001,0.0632,-740.653075,-751.392144,21.478138,1.08E-05
OG0007737,0.0359,0.0769,-603.052626,-610.372715,14.640178,0.000331052
OG0007739,0.001,0.0285,-761.904033,-766.944994,10.081922,0.003233765
OG0007741,0.4271,0.0248,-1132.425339,-1133.318681,1.786684,0.204642816
OG0007742,0.2537,0.1043,-621.162993,-624.245453,6.16492,0.022923168
OG0007743,0.0628,0.0394,-2228.042729,-2241.767183,27.448908,5.48E-07
OG0007744,0.074,0.04,-1417.618199,-1424.850089,14.46378,0.000361576
OG0007745,0.1084,0.0455,-1234.967765,-1241.933996,13.932462,0.000471601
OG0007746,0.001,0.0109,-1045.682807,-1048.396489,5.427364,0.033146134
OG0007747,0.001,0.0346,-1208.433065,-1217.953712,19.041294,3.67E-05
OG0007748,0.5268,0.0292,-641.977881,-642.304247,0.652732,0.360770528
OG0007749,0.0979,0.0478,-1598.459573,-1607.655072,18.390998,5.07E-05
OG0007750,0.1811,0.1319,-2010.89905,-2023.104885,24.41167,2.50E-06
OG0007751,0.001,0.0251,-1009.141565,-1015.325618,12.368106,0.001031027
OG0007752,3.9314,0.0112,-504.429039,-505.612549,2.36702,0.15310104
OG0007753,0.1684,0.0564,-1702.402591,-1711.171258,17.537334,7.78E-05
OG0007754,0.1506,0.0535,-3040.160823,-3054.993689,29.665732,1.81E-07
OG0007755,0.1627,0.0302,-1391.469014,-1394.588331,6.238634,0.022093669
OG0007756,2.2647,0.0067,-597.89025,-598.196253,0.612006,0.368192205
OG0007757,0.4275,0.0697,-666.085687,-667.175876,2.180378,0.168076477
OG0007758,0.0466,0.0177,-2502.517535,-2510.674316,16.313562,0.000143392
OG0007759,0.8301,0.0392,-1547.846242,-1547.966635,0.240786,0.443285973
OG0007760,0.001,0.0146,-850.108541,-853.354494,6.491906,0.019465723
OG0007761,0.4367,0.018,-513.325978,-513.656457,0.660958,0.359289726
OG0007762,0.2253,0.1607,-561.11719,-565.923996,9.613612,0.004086963
OG0007763,0.0645,0.0408,-2256.96806,-2271.053105,28.17009,3.82E-07
OG0007764,0.1116,0.0289,-2251.547444,-2258.790636,14.486384,0.000357513
OG0007766,0.1587,0.0351,-1028.940071,-1032.302354,6.724566,0.017328024
OG0007767,0.0472,0.0123,-3206.80581,-3213.435103,13.258586,0.000660548
OG0007768,0.2408,0.0895,-1946.5228,-1956.63612,20.22664,2.03E-05
OG0007769,0.0738,0.0279,-922.270816,-926.126789,7.711946,0.010576506
OG0007770,0.0867,6.4045,-665.421777,-675.342414,19.841274,2.46E-05
